perimeter,solidity,circularity,eccentricity,major_axis_length,minor_axis_length,Label
3237.1193056106567,0.0349999830590595,0.0061938798732916,0.9219220188112324,688.0328979492188,266.527099609375,p
2855.446949243545,0.0310870844778294,0.0068375758659621,0.8542951271370641,569.0401611328125,295.7803955078125,r
3708.187396407128,0.0443447608039162,0.0052940744638892,0.9383619129275348,672.1304321289062,232.3247985839844,s
3615.660486102104,0.0456770305394393,0.0055660953770094,0.9380956939629266,658.4009399414062,228.05441284179688,s
3684.76187312603,0.0318837795141112,0.0055291227091165,0.9019469596214936,740.4760131835938,319.772216796875,p
2715.686623454094,0.0328144446359162,0.0073004680556114,0.8709080778906642,573.0769653320312,281.6363525390625,r
3786.220676898956,0.0374527573704652,0.0053380133190263,0.9082070728303698,677.3289794921875,283.4764709472656,p
3573.0449308156967,0.0295388934502211,0.0054890175030155,0.8952928072096097,711.8673095703125,317.121337890625,p
2795.7009043693542,0.030624743296368,0.0067133136500796,0.8713810763489557,583.6513061523438,286.3432922363281,r
2587.8489698171616,0.0324201168321256,0.0076229906046528,0.8535335801316992,528.8250732421875,275.5378723144531,r
3180.912897348404,0.0354128667811797,0.0062091604522973,0.8978039656941149,620.397216796875,273.22003173828125,p
3486.275376677513,0.040444043173144,0.0050946355285668,0.9341994186066404,656.9563598632812,234.3699951171875,s
2797.4094935655594,0.0263445448276079,0.0067171591746964,0.7878037477796067,566.3973388671875,348.8590393066406,r
3038.318213820457,0.0348287074294746,0.0065687944134087,0.9027651148182873,633.5554809570312,272.513671875,p
3091.874571681022,0.0347371930214468,0.0061637691050774,0.8848936607388932,584.7076416015625,272.352783203125,p
2746.917069911957,0.0297750842870854,0.0071553945166555,0.8554442039759417,595.0361938476562,308.166259765625,r
2831.4469488859177,0.0306582600889371,0.0069053900035641,0.861248716054758,572.1675415039062,290.7662048339844,r
3619.168066859245,0.0375701238177343,0.0057697339152756,0.8756278655831397,631.0322875976562,304.7799987792969,p
2813.1840975284576,0.0302159739201304,0.0070644110677475,0.8372066015497144,579.2748413085938,316.7977294921875,r
2735.9120197296143,0.0325171553337492,0.0066506680147535,0.882396870519289,568.0728759765625,267.2816162109375,p
2628.0785443782806,0.0319227797410564,0.0074041334114345,0.8765213840453971,570.79931640625,274.7616271972656,r
3849.116343975067,0.0411136371837898,0.0048316546967069,0.9491020613251864,753.1234130859375,237.21029663085935,s
3395.232867717743,0.0496659461583808,0.0055105112206333,0.9641259500632986,738.929931640625,196.14540100097656,s
3756.665544509888,0.0433557252888776,0.0054107604023931,0.9510258599962708,761.671630859375,235.4413299560547,s
2492.1849776506424,0.0264570256756409,0.0072958355898054,0.768129687439091,505.5957946777344,323.7301025390625,r
2996.8064626455307,0.0302001021880452,0.0065750326816742,0.8645880936537627,614.281982421875,308.6651916503906,r
3436.0238382816315,0.0351064447267778,0.0057939634988701,0.9140304906415584,672.8314208984375,272.9310302734375,p
3819.3577593564983,0.0436822014708102,0.0052345901660809,0.9069725475635046,632.0986328125,266.23345947265625,s
2644.2236434221268,0.0315376387821816,0.0075251724451073,0.8463030788269242,550.4739990234375,293.2384338378906,r
2489.4540895223618,0.0301024548589977,0.0072206051176148,0.8730628298332513,560.908203125,273.503173828125,r
2648.123139977455,0.0319752074347049,0.0074788346116421,0.8001623122617626,513.5665893554688,308.0287780761719,r
2872.5638184547424,0.031517721053277,0.0068492286407163,0.8777197723079613,596.7174072265625,285.931640625,r
3176.708924770355,0.0448981231359395,0.0055674931015423,0.923741532527154,562.6599731445312,215.5080108642578,s
2836.216503977776,0.0297713570544221,0.0069118659018984,0.7970504471610406,532.2265625,321.4183959960937,r
2760.9729874134064,0.0281394665808869,0.0066335120254857,0.9031805401126964,668.5784912109375,286.9945983886719,r
3570.6411628723145,0.049814456107469,0.0058679959767801,0.9589363730066576,729.0509033203125,206.77435302734372,s
4065.36908185482,0.0425211263506149,0.0049984989350269,0.9522486106373234,806.857421875,246.35272216796875,s
3308.369950413704,0.0424530867555072,0.0053765772090525,0.958631195355664,736.4122314453125,209.6205291748047,s
2600.4145468473434,0.0285502825872432,0.0070969925399458,0.822267431907194,546.0394287109375,310.7517395019531,r
2834.61852478981,0.0294057675015627,0.0068789985567751,0.8396419330485154,570.9197387695312,310.08953857421875,r
3473.294712781906,0.0430590720096148,0.0050754954333579,0.9342637603914086,625.2349853515625,222.94798278808597,s
2674.1790457963943,0.031610845173776,0.0073048100219396,0.87942665195585,589.6058349609375,280.67266845703125,r
2539.169822692871,0.0291676641928018,0.0071238333178062,0.8313746679185573,536.42822265625,298.0997619628906,r
2667.1912429332733,0.0324404361286848,0.0070242916883347,0.9135314396205512,612.0062255859375,248.9446258544922,r
2866.306901454925,0.0329111576162999,0.0062421051479875,0.8803383793735302,562.413818359375,266.77886962890625,p
3737.571839690208,0.0432530681306015,0.0052660318828677,0.9316637695212032,652.5882568359375,237.0994415283203,s
2904.487701058388,0.0302061308029622,0.0064797766622899,0.8891276149771796,617.8338623046875,282.7574462890625,r
3407.604575753212,0.0359883216704513,0.0058828926914593,0.9002598929272063,626.1937866210938,272.6152648925781,p
3284.058338046074,0.0414586715514771,0.0055642545136649,0.9531412821576788,719.1260375976562,217.55398559570312,s
3742.019665598869,0.0390625,0.0047406428603578,0.93960575853389,699.3719482421875,239.3661346435547,s
3348.810638308525,0.0344551408880967,0.0060979971940079,0.8790985254848491,632.7825317382812,301.6095275878906,p
2546.5221952199936,0.0312206554552721,0.0077958767597844,0.8659997983337264,573.2283935546875,286.6396179199219,r
3510.2509928941727,0.0446408413413187,0.0055453989041546,0.9140986553845184,594.6756591796875,241.1361389160156,s
2623.0276832580566,0.0330997989712764,0.0075632655031115,0.8781331963722938,560.390380859375,268.099853515625,r
3257.339304804802,0.0409059910310194,0.0058608072577348,0.8865366849252256,559.3510131835938,258.78839111328125,p
3280.400268673897,0.0314884474003972,0.0060069932834015,0.8875806837689171,653.2863159179688,300.9378356933594,p
3562.566787958145,0.0453176236550879,0.0055485813896206,0.9421700021660722,675.2223510742188,226.29086303710935,s
3016.1201729774475,0.0320440705767932,0.0060987845182306,0.9067564610155324,687.7640991210938,289.9989929199219,p
3530.7832936048508,0.0453923443574474,0.0054669787087231,0.9427354640351792,655.5997314453125,218.6696319580078,s
3632.2004680633545,0.0393254732799831,0.0056964952376493,0.914013956328099,652.9822387695312,264.90362548828125,p
2241.7484657764435,0.0285471793194295,0.0080742863364736,0.760743606416033,479.0828857421875,310.949951171875,r
3196.4014862775803,0.0320335980839218,0.0059056016521848,0.8799238541698551,621.6456909179688,295.35302734375,p
3067.446949124336,0.0362059021629971,0.0059945553241525,0.9017439388298992,597.9902954101562,258.4936218261719,p
2724.865341067314,0.0306652983788819,0.006852792013725,0.8988195054356339,606.6249389648438,265.89520263671875,r
3544.2753779888158,0.0370270064964875,0.0056075003001959,0.8978381113569628,646.1809692382812,284.53009033203125,p
3151.564699411392,0.0411394171722058,0.0055940589513557,0.9493642707977982,669.4597778320312,210.3291778564453,s
3373.818660020828,0.0336767346887605,0.0059312033826162,0.9192768808866618,729.1004638671875,286.9823303222656,p
2997.898952960968,0.034820668329773,0.006518507241209,0.8948821513967761,600.4043579101562,267.96197509765625,p
2926.0928210020065,0.0287594234822734,0.0066684392515201,0.8228536217093019,578.598388671875,328.7904968261719,r
3928.391375660896,0.0451714620752774,0.0051442920562171,0.9551929547143168,780.6967163085938,231.07359313964844,s
3367.482652902603,0.0326023361107027,0.0060205869743758,0.8884286561733299,658.5819091796875,302.2987976074219,p
3387.715190410614,0.0352196423174465,0.0058695037088307,0.8876673103732766,617.0449829101562,284.1401672363281,p
3377.895985841751,0.0469872491583384,0.0058563202491436,0.9574976014347938,691.7682495117188,199.53448486328125,s
2502.179050207138,0.0361242481819989,0.0078418134766288,0.9101060831405232,570.142578125,236.2530212402344,r
2607.831725001335,0.0281654777201766,0.0070474405998348,0.72068839254191,493.6007995605469,342.1932678222656,r
3783.753854751587,0.0415296109700073,0.00525281351179,0.9104283547838108,653.5686645507812,270.3596496582031,s
3730.902792572975,0.0428750045967712,0.0052627568243056,0.928721179401835,639.4686279296875,237.10145568847656,s
2417.162679553032,0.029367163673331,0.0074557151660104,0.7775774866366233,475.419921875,298.9379272460937,r
2463.06634414196,0.0288386593920498,0.0078939903806982,0.7919676795679162,527.0776977539062,321.81414794921875,r
2832.036912798881,0.0300284318728584,0.006453626640056,0.863071637391224,573.3358764648438,289.58135986328125,r
2492.7362723350525,0.0282223617845426,0.0073158659180708,0.7909278760637389,500.5577087402344,306.29595947265625,r
2737.1496076583862,0.0323803323343099,0.0072577112819614,0.8812962734185881,583.5267944335938,275.7538452148437,r
3600.9931950569157,0.0396037526706132,0.0054879712090481,0.9283153758154612,712.1084594726562,264.7574462890625,s
3762.128525733948,0.0419467366976465,0.0051833042053955,0.9072745656394704,612.4898071289062,257.5757141113281,s
3529.4338787794118,0.0410066617320503,0.0050298153035925,0.92815193267576,635.3668212890625,236.4845123291016,s
3424.883796811104,0.0342624136111672,0.0056351298309188,0.916266420531348,667.5028686523438,267.3812255859375,p
3557.1454352140427,0.0430144927536231,0.0055267750584275,0.946311597551588,718.4613647460938,232.24685668945312,s
3317.860288977623,0.0340148592565287,0.0061095578282499,0.936199635057949,773.8656005859375,271.9895324707031,p
3724.4216887950897,0.0336780739846863,0.0053852702356666,0.9098418548816948,749.7313842773438,311.1049194335937,p
2989.904883980751,0.0344266621499726,0.0061429439936467,0.8951091265919395,624.5006713867188,278.43182373046875,p
3565.386329770088,0.0484990555087735,0.0052664762791144,0.9648111615141572,761.9195556640625,200.3419952392578,s
3430.223642706871,0.0437751755158272,0.0051241901312742,0.9390599400357452,630.0213012695312,216.57199096679688,s
2372.2682394981384,0.0304576693805689,0.0076099510145545,0.8348763693669737,496.4951477050781,273.28955078125,r
3291.781205058098,0.0298034395073333,0.0057359063708724,0.8817612010865833,671.626708984375,316.8036804199219,p
3122.7963596582413,0.034706133398366,0.0058683439644471,0.8906962124140047,586.54443359375,266.6425170898437,p
3779.3203057050714,0.0410963975029866,0.0053720403025377,0.962415553713502,895.4063720703125,243.1754608154297,s
3082.0612951517105,0.0286580770197035,0.0063380183420931,0.8302265557873278,599.8585205078125,334.3768005371094,r
4032.5079135894775,0.0351363132252244,0.0049211030797511,0.9023790363356908,698.594970703125,301.0547790527344,p
3682.366994142532,0.0401892374584433,0.0054950772099628,0.9673893082612622,955.1781005859376,241.94102478027344,s
